modelo,variavel,h,q16,q50,q84
K = 2,PIB real,1,-0.10931754284513324,-0.01623895213827449,0.09766605890483022
K = 2,PIB real,2,-0.1074677665871053,-0.005006630917094937,0.10947176725712299
K = 2,PIB real,3,-0.11865077265304247,-0.004738574350330706,0.12241839385512049
K = 2,PIB real,4,-0.12336713208261457,-0.003533531298445332,0.13789660472698942
K = 2,PIB real,5,-0.11630864435909777,0.016591017067761345,0.15852396967923882
K = 2,PIB real,6,-0.11196653132314943,0.02563120942584731,0.18315015246758426
K = 2,PIB real,7,-0.10426163473594989,0.040877055186857573,0.19825401707904577
K = 2,PIB real,8,-0.09592121067418585,0.05306132119140035,0.21905635732817963
K = 2,PIB real,9,-0.08432341584421826,0.06172014798494225,0.24128266459137612
K = 2,PIB real,10,-0.07609842455283532,0.07118916438027487,0.25036201903534583
K = 2,PIB real,11,-0.07381555956947339,0.07891175908902867,0.24871010175075942
K = 2,PIB real,12,-0.07621049672775129,0.08119239616996891,0.25450701050327623
K = 2,PIB real,13,-0.06561429756487729,0.08135545454009871,0.2545700927874085
K = 2,PIB real,14,-0.0698860958459911,0.07065663697540557,0.25270596957630986
K = 2,PIB real,15,-0.07468925603304867,0.06582373732905442,0.25248098657706175
K = 2,PIB real,16,-0.07921086707833916,0.0644165787887864,0.24877093624359456
K = 2,PIB real,17,-0.08566297776550144,0.06644453230183836,0.23685937289848255
K = 2,PIB real,18,-0.09161506806382005,0.061480203724811736,0.23035082153140693
K = 2,PIB real,19,-0.08932765288748092,0.05730482857816241,0.22629934609083274
K = 2,PIB real,20,-0.09571883569938103,0.05343593199865232,0.21714952264919873
K = 2,PIB real,21,-0.09975823477004842,0.047763372229607665,0.22406048225710287
K = 2,PIB real,22,-0.10431179989681305,0.04419846289112668,0.21816865732480084
K = 2,PIB real,23,-0.10360170148671355,0.03967418795360535,0.2124884221298055
K = 2,PIB real,24,-0.10598831270176791,0.03125095867841478,0.20446457111795924
K = 2,PIB real,25,-0.10651006306421484,0.026588330151064696,0.198246345247858
K = 2,PIB real,26,-0.10997116679329372,0.021440892343534954,0.19851263115915613
K = 2,PIB real,27,-0.11102604347662767,0.019670829545546,0.19717153382662064
K = 2,PIB real,28,-0.11248988310076286,0.01839040157101659,0.19481960086585123
K = 2,PIB real,29,-0.11369933044242832,0.010271357903972596,0.19752137816832857
K = 2,PIB real,30,-0.11324249880401029,0.00896404825301671,0.198849745269012
K = 2,PIB real,31,-0.11604863625665346,0.008973475179995478,0.1993708311926736
