modelo,variavel,h,q16,q50,q84
Câmbio livre,PIB real,0,-0.10061884103969165,0.034241668293192466,0.14059313614112728
Câmbio livre,PIB real,1,-0.09909812455164665,0.01781249750954747,0.11931530181168368
Câmbio livre,PIB real,2,-0.09220671905297886,0.026479109433641696,0.12624551737218279
Câmbio livre,PIB real,3,-0.09290954340660151,0.02654015252447997,0.13818014270214177
Câmbio livre,PIB real,4,-0.09167398229068623,0.0301075760233587,0.1457181585786386
Câmbio livre,PIB real,5,-0.08752135343952712,0.04105376903083173,0.16461146700540738
Câmbio livre,PIB real,6,-0.08722285630642863,0.051195542849773984,0.18619576058172219
Câmbio livre,PIB real,7,-0.08010388328280685,0.06307729227724417,0.20317386179942806
Câmbio livre,PIB real,8,-0.07292393325952981,0.0774140297605037,0.2240283734329586
Câmbio livre,PIB real,9,-0.07190300261279255,0.08798331295032814,0.239058787770665
Câmbio livre,PIB real,10,-0.06543870723804648,0.099537333786823,0.25167347792958766
Câmbio livre,PIB real,11,-0.06558902626651597,0.10954397382214326,0.2603182902432519
Câmbio livre,PIB real,12,-0.06823155612723296,0.11136016916260212,0.26400750859735084
Câmbio livre,PIB real,13,-0.06992713828268533,0.11303465230808753,0.2669655007504161
Câmbio livre,PIB real,14,-0.0714275165184402,0.11359099427526867,0.26744219120022894
Câmbio livre,PIB real,15,-0.0738176033089375,0.11175299898497938,0.2643374238982553
Câmbio livre,PIB real,16,-0.07395820356008571,0.11339067825621596,0.2578744690535008
Câmbio livre,PIB real,17,-0.07323986795432089,0.10685240014654208,0.2561807143873178
Câmbio livre,PIB real,18,-0.0751855862116676,0.1034232318706677,0.2514095578885986
Câmbio livre,PIB real,19,-0.07593919088706129,0.09809203596040651,0.25132988962982106
Câmbio livre,PIB real,20,-0.0800613240059888,0.09459453877212054,0.24655167922781931
Câmbio livre,PIB real,21,-0.08270765149751234,0.09134177062728044,0.24289822080311269
Câmbio livre,PIB real,22,-0.08925327521511739,0.08715501085800328,0.23864718750326452
Câmbio livre,PIB real,23,-0.08702949480665684,0.08680454711574512,0.23517139745800214
Câmbio livre,PIB real,24,-0.08825647665104308,0.08043448353367322,0.23147594960026868
Câmbio livre,PIB real,25,-0.09189632917112894,0.07749188121987453,0.22879021419474485
Câmbio livre,PIB real,26,-0.09332936075496852,0.07304249861529351,0.22523222299491172
Câmbio livre,PIB real,27,-0.09665394072636471,0.06990642391219101,0.22255846770910456
Câmbio livre,PIB real,28,-0.10086984147998812,0.06551209054516277,0.2189635551354666
Câmbio livre,PIB real,29,-0.1033069751086397,0.062454624423701956,0.21818548798096513
Câmbio livre,PIB real,30,-0.10564009103949365,0.06140170683997784,0.2182038535408643
Câmbio livre,PIB real,31,-0.10632032825271956,0.05841790419830536,0.2199699374597494
Câmbio livre,PIB real,32,-0.10518515632052486,0.05957317074090562,0.21707631167468708
Câmbio livre,PIB real,33,-0.10411474039487363,0.06030245333568131,0.21810887250726418
Câmbio livre,PIB real,34,-0.10505465758543711,0.06043347303809171,0.22047928429582414
Câmbio livre,PIB real,35,-0.1067945763931137,0.06039061781873534,0.22357239045231608
Câmbio livre,PIB real,36,-0.10473977820871193,0.060328072334475416,0.22480357452624047
Câmbio livre,PIB real,37,-0.10630651336233587,0.05950652703059682,0.22434501094395043
Câmbio livre,PIB real,38,-0.10370899681850068,0.058935129409526235,0.2252353947363661
Câmbio livre,PIB real,39,-0.10393090906510638,0.057720557537220205,0.22603920162850225
Câmbio livre,PIB real,40,-0.10645019062423072,0.056753202432410804,0.22814754001309398
Câmbio livre,PIB real,41,-0.10728785871029402,0.056718409878980684,0.2271620336165548
Câmbio livre,PIB real,42,-0.1056027699422348,0.05838129134801033,0.2264960003910434
Câmbio livre,PIB real,43,-0.1038523837173926,0.059494315394348116,0.2281212824025664
Câmbio livre,PIB real,44,-0.10280146197568826,0.061497660627427085,0.23197992545631294
Câmbio livre,PIB real,45,-0.10174089423290988,0.0632334249394414,0.2338551270747392
Câmbio livre,PIB real,46,-0.0985127591289972,0.06519779813376925,0.23761944332376683
Câmbio livre,PIB real,47,-0.09686901207027446,0.06642241665585155,0.23959634899909873
Câmbio livre,PIB real,48,-0.09531087773394858,0.06938023211956004,0.24706315945138024
Câmbio livre,PIB real,49,-0.09398208493011284,0.07138435163525614,0.2511760462643901
Câmbio livre,PIB real,50,-0.09306038734491118,0.0712813612387871,0.25166181738760673
Câmbio livre,PIB real,51,-0.09389723579084983,0.07410952092540352,0.2534387110217515
Câmbio livre,PIB real,52,-0.09319493975885759,0.07473361673512366,0.2556952776718195
Câmbio livre,PIB real,53,-0.091953853183618,0.07727563818837173,0.2575596634445539
Câmbio livre,PIB real,54,-0.09179469439676931,0.07988712671502422,0.2623262208348679
Câmbio livre,PIB real,55,-0.09159404556396532,0.08161338283800121,0.2629118188301392
Câmbio livre,PIB real,56,-0.091378610525558,0.08222222744487483,0.2657386371373858
Câmbio livre,PIB real,57,-0.09117917947742309,0.08346816512505574,0.2682454442526343
Câmbio livre,PIB real,58,-0.09104800054458577,0.08429850564937019,0.26620748634306146
Câmbio livre,PIB real,59,-0.09131000225448961,0.08495563967198907,0.26927835022712526
Câmbio livre,PIB real,60,-0.09074980377259659,0.08526684549779442,0.2725799939998033
Câmbio livre,CPI,0,-0.14352257864654588,-0.08745182554699021,-0.039019421813886505
Câmbio livre,CPI,1,-0.12913872065973647,-0.07736072279734973,-0.03251688347145412
Câmbio livre,CPI,2,-0.10789170029037862,-0.06188921260064405,-0.02369119008055185
Câmbio livre,CPI,3,-0.10673250366737672,-0.06066363912212705,-0.024085256215845906
Câmbio livre,CPI,4,-0.10611510563804646,-0.06111848525920535,-0.024497985018896686
Câmbio livre,CPI,5,-0.10498098646250449,-0.05921730825185581,-0.022866501061780467
Câmbio livre,CPI,6,-0.09926352883574144,-0.05371285199618811,-0.016998734218726868
Câmbio livre,CPI,7,-0.09314552894806165,-0.046716270174455274,-0.008654878432989715
Câmbio livre,CPI,8,-0.088932169867977,-0.04177409888549985,-0.0021979157088573
Câmbio livre,CPI,9,-0.08543577425718557,-0.039684242612926676,0.0028105562076915754
Câmbio livre,CPI,10,-0.08526641893489033,-0.03938897684358046,0.004425293169274749
Câmbio livre,CPI,11,-0.08294654775700401,-0.037626993464586415,0.0067237913334729695
Câmbio livre,CPI,12,-0.08140580238155895,-0.03830214246232097,0.007211023809549863
Câmbio livre,CPI,13,-0.07734693483785737,-0.03767253830607538,0.006588872295172434
Câmbio livre,CPI,14,-0.07949977151956004,-0.03921615950305092,0.007641999429021061
Câmbio livre,CPI,15,-0.07999615308655958,-0.03878831963074232,0.006249517188704058
Câmbio livre,CPI,16,-0.07976916916310499,-0.03966661776138308,0.0048387783789056275
Câmbio livre,CPI,17,-0.07905530328335139,-0.03753284414404852,0.0037057911983125243
Câmbio livre,CPI,18,-0.07856875190966414,-0.03922756848293783,0.002176473085772249
Câmbio livre,CPI,19,-0.07798055442914607,-0.04017266820237277,0.0027309019344818795
Câmbio livre,CPI,20,-0.07750238691683493,-0.04042911717930339,0.0021117199289109076
Câmbio livre,CPI,21,-0.07761425363740135,-0.041228647134579285,-0.0010462479609076917
Câmbio livre,CPI,22,-0.07718717618879475,-0.041566246125543105,-6.962215454131924e-4
Câmbio livre,CPI,23,-0.07748843725120066,-0.04098414098760067,-0.0010247346528227843
Câmbio livre,CPI,24,-0.07721057001188567,-0.042295849108724935,-0.002829935433168939
Câmbio livre,CPI,25,-0.07693281233524997,-0.04235675678223237,-0.004264167395914609
Câmbio livre,CPI,26,-0.07689826019535698,-0.0428915999441498,-0.0038979826801444455
Câmbio livre,CPI,27,-0.07666332743029138,-0.04238769043095878,-0.0035624220311511533
Câmbio livre,CPI,28,-0.07772063864454187,-0.04271214424199361,-0.004098948524913779
Câmbio livre,CPI,29,-0.07666330677050018,-0.042835950964769935,-0.005378812221403928
Câmbio livre,CPI,30,-0.07708359745474781,-0.04276144267859704,-0.0037601655685975447
Câmbio livre,CPI,31,-0.07676425355756027,-0.04278351713572105,-0.004090219508904902
Câmbio livre,CPI,32,-0.07689031330511398,-0.04230654790085928,-0.0036723915457040866
Câmbio livre,CPI,33,-0.07629508834944942,-0.04182489681762441,-0.002680552229714377
Câmbio livre,CPI,34,-0.07652708403778459,-0.0416466762921712,-0.002442933809640263
Câmbio livre,CPI,35,-0.07674847390731966,-0.04138590979600995,-0.004285999954331866
Câmbio livre,CPI,36,-0.0765448186782122,-0.040609572669855105,-0.004435952359691911
Câmbio livre,CPI,37,-0.07542643100302751,-0.04031559473489989,-0.0033647795504292066
Câmbio livre,CPI,38,-0.0750399116378566,-0.03997465379695343,-0.002583334086974652
Câmbio livre,CPI,39,-0.07505715721481696,-0.039299767589828616,-0.002314034852543009
